,item_name,item_area,item_avg_rating,item_spec_area,user_name,user_tot_avg_rating,user_tot_rating_num,user_tot_follow_num,user_rating,user_query,taste,price,service,menu,date
24,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
민스
",4.1,930,13,4점,"항정국밥이랑 고기국밥으로 주문했는데 항정국밥이 맛있었습니다. 항정살로 만든 돼지국밥은 처음 먹어봐서 걱정 반 기대 반이었는데 생각보다 맛있었습니다. 고기도 맛있고 양도 많이 들어있습니다. 그래서 웨이팅은 하루종일 계속 많고 24시간 운영하는데 새벽시간 말고는 만석일 때가 많다고 합니다. 국밥에 들어간 고기는 명성대로 맛있었는데 밥이랑 김치가 생각보단 평범했습니다. 제가 방문했을 때만 그런건지는 모르겠습니다. 항정국밥과 고기국밥 둘다 다대기가 같이 나오고, 메뉴 주문은 웨이팅할 때 선택하기 때문에 호출하고 나면 선택한 메뉴 그대로 나옵니다.        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 고기국밥",2024년 8월 13일
25,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
올이짱
",4.4,166,3,5점,제가 부산에서 먹어본 돼지국밥 중에 최고네요 유명한 이유가 있어요 특히 항정국밥 너무 맛있구 반찬도 다 맛있어요 추천합니다!        ,맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 고기국밥, 섞어국밥",2025년 2월 13일
26,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
왐냠냠
",4.4,276,7,5점,"주말 오전 11시반에 테이블링 등록해서 대기 100번째였는데, 2시반쯤 들어갔습니다. 고기 양이 진짜 많고, 살코기가 부드러웠어요. 그리고 국물이 진짜 맛있었습니다. 먹어본 국밥 중 원탑        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 맛보기순대",2024년 7월 15일
27,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
다코미식가
고독한 육식가
",3.8,1802,226,5점,"해운데 수변최고돼지국밥이름만 최고가 아니라 맛도 최고인곳
돼지육수 안좋아하는데 여기는 설렁탕느낌입니다
잡내전혀없고 담백하며 고기도 부드럽고 푸짐합니다
항정살이 시그니쳐
24시간 운영하지만 늘 북적입니다        ",맛: 좋음,가격: 만족,응대: 보통,항정수백,2023년 10월 26일
28,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
밥기린
",4.5,111,1,3점,"토요일 오전 7시였는데 매장이 거의 다 차고 두테이블 남았었어요 
이정도 맛집이라 기대했는데
저는 느끼해서 다 못먹었어요ㅠㅠ근처 공영주차장에 주차는 편하게 했어요        ",맛: 보통,가격: 보통,응대: 보통,항정국밥,2025년 7월 19일
29,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
따라
",5.0,334,0,5점,"맛있게 잘먹었어요! 수육백반이
특히 맛있었고 항정국밥도 굿입니다!!굿굿굿        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 수백",2025년 8월 31일
30,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
우걱우걱열매
",4.0,228,7,5점,"가게 이름 그대로 최고 돼지국밥인것 같습니다. 
아주아주 맛있게 먹었네요        ",맛: 좋음,가격: 만족,응대: 좋음,"고기국밥, 수육 중",2025년 6월 6일
31,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
우은규
",3.7,133,1,3점,"항정국밥은 많이 느끼했음
굳이 멀리서 올 맛인지는 모르겠음
바로 앞에 공영주차장 있음        ",맛: 보통,가격: 보통,응대: 보통,항정국밥,2025년 7월 18일
32,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
JCD
",4.3,147,0,5점,본점이 확실히 다르긴 하네요. 너무 맛있게 먹었고 부산가게 되면 또 방문예정입니다 ㅎㅎ        ,맛: 좋음,가격: 만족,응대: 보통,고기국밥,2024년 12월 16일
33,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
꼬요띠
",4.6,74,1,4점,엄청나게 유명한건 알고있었는데 처음 가봤네요. 새벽 한 시쯤 가니 바로 들어갈 수 있어서 대기 없이 먹고 왔습니다! 맛은 다른 돼지국밥집보다 좀 더 구수한맛??하지만 소면이 없어 아쉬웠어요        ,맛: 좋음,가격: 보통,응대: 좋음,모듬국밥,2024년 2월 26일
34,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
DASER
",2.5,3,0,1점,"이런 음식이 부산 다이닝코드 1위에 있다는거 자체가 
말이 안된다..무슨 이런 맛이 있나..
내인생 먹었던 돼지국밥중 최고로 맛없다...
돈 아까워서 억지로 먹었는데절반이상을 못먹겠다
사우나 갔다가 1시간이나 대기해서 먹은음식인데..        ",맛: 부족,가격: 보통,응대: 좋음,고기국밥,2월 8일
35,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
금은동
",4.8,454,4,5점,"테이블링으로 웨이팅 꼭 걸고 방문해야함
항정국밥은 고소하고 냄새 없이 맛있음        ",맛: 좋음,가격: 보통,응대: 좋음,항정국밥,2024년 12월 12일
36,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
외계인탐사자
",4.0,55,3,5점,"진하지만 느끼하거나 냄새 없는 돼지국밥!
맛보기 순대 강추하나 순대국밥은 그 맛이 덜하므로 돼지국밥과 맛보기 순대 조합을 추천합니다        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 순대+고기국밥, 맛보기순대",2024년 9월 27일
